model,REFERENCE,authors,title,journal_name,journal_volume,journal_issue,journal_page,elocator,publication_date,doi,pmcid,pmid
deepseek-v4-flash,0.9294122137404675,0.8477396098388497,0.8758982188295209,0.9313138252756623,0.8823112807463986,0.8571204410517415,0.8300254452926233,0.8553944020356249,0.853124681933846,0.9416344359626857,0.8589355385920283,0.8685996607294332
gemini-3-flash-preview,0.9768997472620092,0.9627464195450811,0.9778601516428037,0.9862173546756566,0.9576495366470135,0.9076495366470105,0.9246251053074994,0.863209772535805,0.9542038753159254,0.9824010109519816,0.887388374052233,0.8932687447346253
mimo-v2.5,0.8634392773895796,0.8033969171785437,0.8110545148244616,0.8837781012991774,0.8295953012651037,0.8268300374231072,0.7730033656329811,0.7892060609556796,0.798620853610719,0.874561767591609,0.6812717688277989,0.693522258120436
minimax-m3,0.9116297262060008,0.8203389830508512,0.8392307692307717,0.9225554106910089,0.8817861799217764,0.8530378096479806,0.8258930899608883,0.8681095176010439,0.8347979139504581,0.9188265971316865,0.858683181225555,0.872425032594525
nemotron-3-super-120b-a12b,0.963779795686727,0.8673779795686745,0.883836549375713,0.957570942111242,0.9276958002270212,0.9040522133938733,0.8704767309875162,0.8641997729852448,0.8623269012485856,0.9614755959137398,0.8217026106696933,0.8286152099886498
