model,REFERENCE,authors,title,journal_name,journal_volume,journal_issue,journal_page,elocator,publication_date,doi,pmcid,pmid
deepseek-v4-flash,0.9134860050890585,0.7236394557823129,0.7548770144189991,0.8193384223918575,0.7531806615776081,0.6584402764067128,0.6786447638603696,0.7851239669421488,0.7362171331636981,0.8846480067854113,0.6106870229007634,0.6115351993214588
gemini-3-flash-preview,0.8820556023588879,0.8547297297297297,0.8382476832350463,0.797809604043808,0.8003369839932604,0.7252208047105005,0.7471967380224261,0.9469387755102041,0.7834877843302444,0.9292333614153327,0.7026116259477675,0.7093513058129739
mimo-v2.5,0.857,0.79839518555667,0.779,0.834,0.732,0.5870069605568445,0.6662665066026411,0.848780487804878,0.683,0.893,0.627,0.644
minimax-m3,0.8461538461538461,0.7819843342036553,0.7457627118644068,0.8083441981747066,0.7614080834419817,0.6677471636952999,0.719327731092437,0.8942598187311178,0.7470664928292047,0.894393741851369,0.6453715775749674,0.6505867014341591
nemotron-3-super-120b-a12b,0.8740068104426788,0.7801822323462415,0.7446083995459705,0.7956867196367764,0.7105561861520999,0.6121134020618557,0.6193029490616622,0.8793103448275862,0.637911464245176,0.8706015891032917,0.656072644721907,0.6799091940976163
