model,REFERENCE,authors,title,journal_name,journal_volume,journal_issue,journal_page,elocator,publication_date,doi,pmcid,pmid
deepseek-v4-flash,0.9265579439252417,0.8362663551401897,0.8662934579439288,0.9251485981308453,0.8734065420560773,0.8476214953271052,0.8185700934579457,0.8461869158878516,0.8418074766355174,0.9375392523364531,0.8503504672897203,0.8603355140186928
gemini-3-flash-preview,0.9750556586270904,0.9592393320964839,0.9757328385899877,0.9848237476808938,0.953385899814473,0.8998701298701298,0.9189053803339511,0.8553153988868282,0.9495732838589985,0.9806400742115048,0.8870315398886836,0.8926530612244897
mimo-v2.5,0.8565630808255268,0.7912961642935494,0.7992781000269398,0.8750639882149515,0.8187393185739024,0.818138807734699,0.7605763938689215,0.7768568953256375,0.7859480766637866,0.8670063519731361,0.6718852079601302,0.6847381697361627
minimax-m3,0.9101287553648091,0.8101144492131646,0.828469241773965,0.9162374821173139,0.8741201716738218,0.845736766809728,0.8166952789699574,0.8620171673819743,0.8241630901287564,0.9163090128755407,0.8586409155937053,0.8719742489270388
nemotron-3-super-120b-a12b,0.9635625000000061,0.8593375000000012,0.8764750000000028,0.9550125000000039,0.9239625000000053,0.899537500000002,0.8629875000000012,0.8546124999999999,0.8531000000000035,0.9595375000000053,0.8124250000000001,0.8194499999999997
