model,REFERENCE,authors,title,journal_name,journal_volume,journal_issue,journal_page,elocator,publication_date,doi,pmcid,pmid
deepseek-v4-flash,0.908256880733945,0.9541284403669725,0.9908256880733946,0.9908256880733946,1.0,1.0,0.9761904761904762,1.0,0.9908256880733946,0.981651376146789,0.78125,0.96875
gemini-3-flash-preview,0.926605504587156,0.963302752293578,0.981651376146789,1.0,1.0,1.0,0.9880952380952381,1.0,1.0,0.981651376146789,0.7407407407407407,1.0
nemotron-3-super-120b-a12b,0.9012345679012346,0.9259259259259259,0.9259259259259259,0.9753086419753086,0.9753086419753086,0.9444444444444444,0.9117647058823529,1.0,0.9382716049382716,0.9259259259259259,0.42857142857142855,0.9285714285714286
mimo-v2.5,0.9891304347826086,0.967391304347826,0.9782608695652174,0.9891304347826086,1.0,0.9868421052631579,1.0,1.0,0.9782608695652174,1.0,1.0,1.0
minimax-m3,0.9264705882352942,0.9558823529411765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8181818181818182,1.0
