model,REFERENCE,authors,title,journal_name,journal_volume,journal_issue,journal_page,elocator,publication_date,doi,pmcid,pmid
deepseek-v4-flash,0.957431192660551,0.960366972477065,0.9701834862385323,0.9918348623853209,0.9697247706422021,0.9503669724770645,0.9424770642201834,0.9457798165137614,0.9642201834862385,0.9818348623853214,0.9432110091743117,0.9497247706422018
gemini-3-flash-preview,0.995137614678899,0.9974311926605506,0.9988990825688074,1.0,0.9998165137614679,0.9845871559633029,0.981192660550459,0.9412844036697257,1.0,0.999816513761468,0.8909174311926606,0.8993577981651381
mimo-v2.5,0.9313043478260871,0.9228260869565225,0.9272826086956522,0.9697826086956525,0.9367391304347829,0.9126086956521738,0.8956521739130439,0.9110869565217393,0.9236956521739129,0.9491304347826091,0.773913043478261,0.7802173913043479
minimax-m3,0.9270588235294117,0.9254411764705884,0.9498529411764709,0.9875000000000003,0.9605882352941177,0.9280882352941178,0.9204411764705882,0.9307352941176472,0.9441176470588236,0.9447058823529415,0.8591176470588238,0.8770588235294119
nemotron-3-super-120b-a12b,0.9659259259259256,0.9467901234567903,0.9565432098765433,0.982839506172839,0.9645679012345684,0.9486419753086417,0.944444444444445,0.9588888888888891,0.9534567901234569,0.980617283950617,0.9133333333333338,0.9191358024691361
